n,Group,doc_id,cross_entropy,Split
1,Agent,1396,9.9723336243663,2
1,Agent,1425,9.243177055454597,2
1,Agent,3178,9.208450930183664,2
1,Agent,1250,9.331022300432018,2
1,Agent,334,10.155385475687352,2
1,Agent,2499,8.785841427622877,2
1,Agent,1371,9.354058067307973,2
1,Agent,2999,9.649107369893152,2
1,Agent,2501,9.234530436754374,2
1,Agent,827,8.1851276168826,2
1,Agent,2629,10.255655918178727,2
1,Agent,1376,9.862599196514994,2
1,Agent,3245,8.839332521933109,2
1,Agent,3249,10.431769126024388,2
1,Agent,3098,10.506179600128844,2
1,Agent,2282,9.255795393138063,2
1,Agent,2597,8.726166170955137,2
1,Agent,1915,9.96680063337881,2
1,Agent,93,9.085853255746072,2
1,Agent,611,12.276205634664244,2
1,Agent,1115,9.4861305657097,2
1,Agent,1321,4.858363145724046,2
1,Agent,2881,10.913994554921516,2
1,Agent,616,8.082979079480022,2
1,Agent,1,8.918661514569031,2
1,Agent,3139,9.038528235216793,2
1,Agent,2155,7.619292639041243,2
1,Agent,1077,8.413639032478766,2
1,Agent,1019,8.612648782565135,2
1,Agent,994,7.731866474137707,2
1,Agent,3017,8.59139188837997,2
1,Agent,2687,9.548569640079306,2
1,Agent,683,9.582231927056847,2
1,Agent,2993,10.168372484408314,2
1,Agent,1721,9.792577828663116,2
1,Agent,554,8.237880011675522,2
1,Agent,2210,9.731246315527077,2
1,Agent,2269,9.02385130452617,2
1,Agent,704,8.626884559198219,2
1,Agent,1431,10.550445101950286,2
1,Agent,1174,8.154788908886639,2
1,Agent,1057,9.633901752851402,2
1,Agent,3171,8.965364085911986,2
1,Agent,646,9.016550802490478,2
1,Agent,1343,8.86626875176373,2
1,Agent,1074,7.820409873951774,2
1,Agent,2393,8.371256934878858,2
1,Agent,955,9.18200471280645,2
1,Agent,921,9.541916880243448,2
1,Agent,986,7.999352555928663,2
1,Agent,46,10.6734394768956,2
1,Agent,1414,11.195813760498018,2
1,Agent,3226,7.889562993973816,2
1,Agent,1908,11.02632582659714,2
1,Agent,2899,7.437196658413936,2
1,Agent,2700,9.270709360405982,2
1,Agent,561,9.545946860784186,2
1,Agent,1735,8.534711570256409,2
1,Agent,1677,7.757513353467798,2
