repo,commit_count
https://api.github.com/repos/hitsumabushi334/DAS,141.0
https://api.github.com/repos/usuijuice/agent-demo,25.0
https://api.github.com/repos/no-yan/wt,83.0
https://api.github.com/repos/rodmjay/Bespoke,485.0
https://api.github.com/repos/sasakama-code/rimor,139.0
https://api.github.com/repos/panghy/javaflow,239.0
https://api.github.com/repos/GiftNdlala/internaloox-frontend,233.0
https://api.github.com/repos/rajbos/rajbos,232.0
https://api.github.com/repos/u-dake/floor_generate,33.0
https://api.github.com/repos/fangyuan-ksgk/diffuse-experiment,6.0
https://api.github.com/repos/CXLMemUring/CXLMemUring,89.0
https://api.github.com/repos/JamesJongmin/Coffee-Market-Updates,682.0
https://api.github.com/repos/DanielAvdar/Tab-right,429.0
https://api.github.com/repos/teaguesterling/sitting_duck,704.0
https://api.github.com/repos/mtklein/nautiloid,73.0
https://api.github.com/repos/raimonvibe/screenreader-computer-vision,38.0
https://api.github.com/repos/ianfaler/penaltyblog,560.0
https://api.github.com/repos/McPolitics/SP_Sim,115.0
https://api.github.com/repos/MementoRC/llm-pytest-analyzer,88.0
https://api.github.com/repos/Kalorie560/FaceDetect,58.0
https://api.github.com/repos/idob1212/Gibushun,229.0
https://api.github.com/repos/satthugon123/as,2.0
https://api.github.com/repos/tolgayarkinusta/fofana,115.0
https://api.github.com/repos/starseeker/picexplore,101.0
https://api.github.com/repos/trionnemesis/aiops-rag-system,62.0
https://api.github.com/repos/Corsud/Tresoperso,624.0
https://api.github.com/repos/kodexa-ai/kodexa-cli,436.0
https://api.github.com/repos/Abaaza/MJDENGFNB,155.0
https://api.github.com/repos/mharrisb1/cube-http-client,135.0
https://github.com/rmjarvis/Piff,1522.0
https://github.com/GUDHI/gudhi-devel,7906.0
https://github.com/r-spatial/leafem,536.0
https://github.com/mitodl/open-discussions,3219.0
https://github.com/spack/spack,42306.0
https://github.com/adventuregamestudio/ags,10456.0
https://github.com/fabric8-analytics/cli-tools,68.0
https://github.com/riogroup/SORA,609.0
https://github.com/openstax/os-webview,4057.0
https://github.com/jakartaee/cdi,1178.0
https://github.com/nilearn/nilearn,11734.0
https://github.com/BrightID/BrightID-Node,1845.0
https://github.com/LMMS/lmms,8504.0
https://github.com/lhotse-speech/lhotse,2834.0
https://github.com/elarivie/pyReaderWriterLock,40.0
https://github.com/bgub/eta,735.0
https://github.com/kottans/frontend-2021-homeworks,1075.0
https://github.com/AwesomeDreamTeam/reviews,34.0
https://github.com/google/exposure-notifications-verification-server,1852.0
https://github.com/DanielOgorchock/ST_Anything,930.0
https://github.com/skoleapp/skole-backend,1755.0
https://github.com/shermp/Kobo-UNCaGED,433.0
https://github.com/BEAST-Fitting/beast,3060.0
https://github.com/karllark/measure_extinction,825.0
https://github.com/scality/metalk8s,12437.0
https://github.com/wiris/html-integrations,2587.0
https://github.com/flatten-official/flatten-somalia,1909.0
https://github.com/panoptes/panoptes-utils,635.0
https://github.com/cerner/carbon-graphs,249.0
https://github.com/TheAlgorithms/C-Plus-Plus,1771.0
https://github.com/deufrai/als,1735.0
https://github.com/tensorly/tensorly,2078.0
https://github.com/pencil-js/website,72.0
https://github.com/rpt19-gunakadeit/Rebekah-Reviews-service,51.0
https://github.com/xamarin/Xamarin.Forms,5827.0
https://github.com/ThislsAUsername/DefendPeace,1209.0
https://github.com/linkedin/ambry,4248.0
https://github.com/FormidableLabs/victory-docs,1658.0
https://github.com/NCrusher74/SwiftTaggerID3,405.0
https://github.com/desihub/fiberassign,3863.0
https://github.com/lsst-dm/legacy-validate_drp,687.0
https://github.com/openscope/openscope,7966.0
https://github.com/LSSTDESC/imSim,2219.0
https://github.com/microsoft/terminal,5017.0
https://github.com/ASFOpenSARlab/opensarlab-notebooks,986.0
https://github.com/justincy/signs-of-the-second-coming,193.0
https://github.com/trynmaps/metrics-mvp,895.0
https://github.com/cta-observatory/ctapipe,8174.0
https://github.com/sot/Quaternion,179.0
https://github.com/vimeo/galaxycache,594.0
https://github.com/hrr37-fec-leela/service,72.0
https://github.com/FuelRats/pipsqueak3,1848.0
https://github.com/src-d/datasets,314.0
https://github.com/python-discord/site,5165.0
https://github.com/mne-tools/mne-python,18999.0
https://github.com/tidev/titanium-socketio,135.0
https://github.com/MP-Gadget/MP-Gadget,5871.0
https://github.com/sot/proseco,1083.0
https://github.com/spacetelescope/mirage,2255.0
https://github.com/nengo/nengo,1780.0
https://github.com/learningequality/kolibri,38407.0
https://github.com/RPCS3/rpcs3,19959.0
https://github.com/plotly/dash-core-components,1887.0
https://github.com/iFixit/toolbox,511.0
https://github.com/mozilla/price-tracker,467.0
https://github.com/morelinq/MoreLINQ,1417.0
https://github.com/PyGithub/PyGithub,2549.0
https://github.com/biojs/biojs-backend,199.0
https://github.com/FirebaseExtended/custom-auth-samples,53.0
https://github.com/mitodl/mitx-grading-library,1110.0
https://github.com/rstub/swephR,367.0
https://github.com/OpenLightingProject/open-fixture-library,2938.0
https://github.com/DeviaVir/zenbot,3885.0
https://github.com/zhammer/playlist-souffle,98.0
https://github.com/fluid-project/fluid-pouchdb,293.0
https://github.com/cc65/cc65,12180.0
https://github.com/openzfs/zfs,11179.0
https://github.com/pmem/rpma,3474.0
https://github.com/iovisor/bcc,5100.0
https://github.com/woocommerce/woocommerce-admin,5795.0
https://github.com/realm/realm-core,22327.0
https://github.com/go-gitea/gitea,21550.0
https://github.com/mahmoud/glom,1050.0
https://github.com/scipy/scipy,38274.0
https://github.com/MTG/freesound,9885.0
https://github.com/docker/hub-tool,262.0
https://github.com/zero-to-mastery/Canvas-Creations,608.0
https://github.com/desihub/desimeter,1220.0
https://github.com/zero-to-mastery/ascii-art,492.0
https://github.com/brianfroschauer/book-in,96.0
https://github.com/TeamCOMPAS/COMPAS,7939.0
https://github.com/metabrainz/listenbrainz-server,15678.0
https://github.com/osudroid/osu-droid,6875.0
https://github.com/panoptes/POCS,5414.0
https://github.com/lsst/fgcmcal,917.0
https://github.com/qutebrowser/qutebrowser,25877.0
https://github.com/thu-ml/tianshou,1316.0
https://github.com/QuatZo/swstats,411.0
https://github.com/hack4impact-uiuc/ymca,278.0
https://github.com/hashbite/gatsby-mdx-suite,1174.0
https://github.com/sot/sparkles,503.0
https://github.com/stashapp/stash,3362.0
https://github.com/YACS-RCOS/yacs.n,561.0
https://github.com/spacetelescope/drizzlepac,2387.0
https://github.com/BEAST-Fitting/beast-examples,61.0
https://github.com/pagopa/io-functions-commons,623.0
https://github.com/mozilla/addons-release-tests,1066.0
https://github.com/rhcu/Edu-MarketPlace-Extended,108.0
https://github.com/sot/agasc,562.0
https://github.com/sot/find_attitude,155.0
https://github.com/hbunke/BibsOnGitHub,176.0
https://github.com/astropy/photutils,9949.0
https://github.com/pandas-dev/pandas,38879.0
https://github.com/cosmoscout/cosmoscout-vr,3582.0
https://github.com/ankidroid/Anki-Android,23586.0
https://github.com/synfig/synfig,12536.0
https://github.com/code-dot-org/dance-party,1260.0
https://github.com/RedHatInsights/settings-frontend,166.0
https://github.com/astropy/astroquery,11035.0
https://github.com/Ullaakut/astronomer,100.0
https://github.com/pints-team/pints,4074.0
https://github.com/sxs-collaboration/spectre,18811.0
https://github.com/andela/denethor-ah-frontend,81.0
https://github.com/TouK/sputnik,475.0
https://github.com/bdiveley/dog_gone_cute_fe,88.0
https://github.com/Teamwork/reload,35.0
https://github.com/badges/shields,8761.0
https://github.com/sot/chandra_aca,871.0
https://github.com/xbmc/screensaver.stars,176.0
https://github.com/deltachat/deltachat-desktop,8460.0
https://github.com/googleapis/gapic-generator,2627.0
https://github.com/gyrodraw/GyroDraw,2355.0
https://github.com/cockpit-project/cockpit-podman,2608.0
https://github.com/muratcorlu/connect-api-mocker,135.0
https://github.com/MolSSI/QCFractal,5074.0
https://github.com/Financial-Times/o-table,429.0
https://github.com/RobotLocomotion/drake,35155.0
https://github.com/GOTO-OBS/gtecs-control,4067.0
https://github.com/quantumlib/Cirq,4862.0
https://github.com/openpnp/openpnp,5155.0
https://github.com/desihub/redrock,1189.0
https://github.com/nextcloud/mail,18356.0
https://github.com/LSSTDESC/gcr-catalogs,2423.0
https://github.com/fraz3alpha/running-challenges,767.0
https://github.com/Marenthyu/NepBot,689.0
https://github.com/psf/black,2321.0
https://github.com/facebook/create-react-app,2819.0
https://github.com/GalSim-developers/GalSim,15572.0
https://github.com/LSSTDESC/descqa,1420.0
https://github.com/Originate/exosphere,1453.0
https://api.github.com/repos/CTalkobt/M65Compiler,1596.0
https://api.github.com/repos/elevanaltd/octave-mcp,1375.0
https://api.github.com/repos/FOI-Bioinformatics/nanometa_live,1197.0
https://api.github.com/repos/astronomer/agents,285.0
https://api.github.com/repos/sageox/ox,982.0
https://api.github.com/repos/pytorch/helion,2385.0
https://api.github.com/repos/iree-org/iree,20415.0
https://api.github.com/repos/opensensor/lightNVR,2826.0
https://api.github.com/repos/r-hensley/Rai,1457.0
https://api.github.com/repos/youngfish42/FL-paper-update-tracker,720.0
https://api.github.com/repos/gmlewis/gep,174.0
https://api.github.com/repos/bluet/proxybroker2,662.0
https://api.github.com/repos/lakehq/sail,1627.0
https://api.github.com/repos/Tracer-Cloud/opensre,3861.0
https://api.github.com/repos/nadifadzhan84/AUTOPIXEL-NADIF,
https://api.github.com/repos/MrAntares/roBrowserLegacy,4369.0
https://api.github.com/repos/Alphonsus411/pCobra,6762.0
https://api.github.com/repos/EngineerCafeJP/engineercafe-navigator,1488.0
